sentiment,title
1,Save Your Money
1,recall
1,Pfaltzgraff Dinnerware Set
1,Could have been about skateboarding
2,Indian Territory
2,Singable Psalms
1,Leaves much to desire
1,"LOVE Jim Croce, the ""remastering"" sucks!"
2,Oustanding collection
1,Horrible text
1,Very bad quality!!! Don't buy.
2,"Fantasic HRM with all the features you need, a best buy"
2,Tarzan rocks
2,A poigant book
1,Very disturbing book
2,"Strange, strange book..."
2,Excellent Resource
1,Short-Lived
1,Poor Quality
1,HORRIBLE!!!
1,Waste of money
2,A starter for any potential Orb fan!
2,A great album
1,Your 10-year-old brother with a trance track
1,USB connection in tablet fails.
2,Sounds immediately attracted my 7 year old Grandson
1,great propoganda
1,"A decent mug, but it has poor insulation"
1,Doesn't flow; big disappointment
1,Disappointed
1,The reviews are for the wrong performance!
1,"Only symbols and images, no concepts!"
2,Classic!
2,"Excellent book, worth buying."
2,It takes a lot of time and practice
2,...Here's To One More...
2,Excellent Reference for BIND version 4
1,Great idea...too much errata
1,Arabian Prince bombs on his comeback CD...
2,Excellent production of a classic story
2,Five Easy Gardens- Anyone can grow the prime...
1,Out of date
2,good for sensitive skin
2,Good old fashioned entertainment
2,Great band
2,Dark and disturbing
2,A drug movie that's really a love story
2,Red Hart Magic
1,boring
2,White Plasti Dip
2,Outdoor thermometer
2,outdoor thermometer
1,it stopped working accurately!!!
1,Disappointed
2,Misunderstood?
1,a real piece of junk
1,Worst mop ever!
1,SUCKS! SPONGE WONT STAY ON!
2,Again I have the movie/book/and tape series...use them in class
2,"""A Voice Many Seek but Few Ever Hear"""
1,The Psychology of Winning
2,cd review
1,really for dummies...
1,Look elsewhere.
1,Who's the Dummy?
1,"Worse remake than Planet of the Apes, Godzilla, or Oh.. Just any of them"
2,tremendous!!!
1,Silly and Too Dramatic
2,Spectacular!
2,Great But Not Quite Five Stars
1,King Kong & Bionic Woman
2,"Kong, the Miniseries"
2,Best King Kong yet
2,KING BONG !
1,Visually stunning. But a terriable movie
1,Too much of a CGI fest
1,"Over-Rated, Cheesy, Boring, Corny, OVER-RATED!"
2,AN INSTANT CLASSIC!
2,Fun but not Classic
1,Largely Irrelevant Scholasticism
1,Doesn't work
2,The BEST bread flour I have ever used!
2,I love him
1,Juelz should be missing his tongue
2,MUST HAVE!
2,It's A Wonderful Life
2,One of the Greatest Christmastime Movies of All Time!
2,White Christmas DVD
1,Terrible transfer: bad color alignment and often audio sync issues.
2,One of the best Christmas movies
2,My favorite holiday movie
2,Great Classic!
2,good movie
1,The critics are right -- this movie isn't very good.
2,It's a Wonderful Life
2,good movie
1,"DULL, SLOW AND DULL"
2,Perfect.
2,Pretty good starter set
1,"I thought kitchenaid was a good name,was I wrong"
1,Tailgate Grill - FAIL!!!
1,There is a useful part
1,QUALITY CONTROL PROBLEMS
2,Human Resource Management
2,This game is soooooo AWESOME!!!!!!!
2,Springfield 13 Inch Thermometer
2,Like the Springfield Thermometer
1,Buy a mercury Thermo for accuracy ...
1,Lame
1,Not very complete. Too many ActiveX controls missing.
2,malts for my son
2,Reflective Tape
2,Safety first... and second...
1,It just wouldn't run
1,Don't bother unless you prefer single player
1,Bad graphics
1,Age of Empires III
1,Not ready for prime time
1,Age of Empires III
1,Just a big let down
2,Great small space BBQ!
2,Long term winner!
2,Can't live without it!
2,IGBY- the european version
2,Windows 98 Annoyances
1,The Dutiful Rake
2,Good Choice of Episodes
2,Flour
2,House version of Prince
2,very good debut
1,Bad Mug
2,Rare and curious relic
1,Spade digs a hole
1,very disapointed
2,"***** You want to be MCSE, buy it now with Core In Nutshell"
2,great introduction and reveiw of topics
2,blast from the past
2,Hey
2,20 minutes to warm up your day!
1,"Great Initially, major fail after time passes..."
1,2010 Char-Broil Bust!!!
1,"Electric is nice, but some major problems"
1,Does not sear steaks
2,the best grill that i own
1,Total Waste Of My Money
1,DON'T BUY
1,lousy design...
1,Awkward start
2,Great compressor!
2,Great music performed extraordinarily well
2,Hot stuff -- an inspiration for writers!
1,Disappointing
2,Reading ON FIRE not a waste of time
2,Landscape of the Heart
2,Uplifting and Inspirational!
2,SIRIUS - SIGNAL KIT
2,This is the best book in the world
2,Wonderful Book
2,What can I say?
2,Sturdy grater
1,"When in trouble, break glass"
1,Disappointing
2,BEST CD I BOUGHT ALL YEAR!
1,worth product i never got from Amazon website before
2,perfect
2,Lauras Review!! GO ME
2,Classic Tim Burton
2,Nightmare before Christmas
2,My favorite movie
1,nightmare before christmas
2,Very Happy with purchase.
2,"Twisted, different, fun"
2,Great movie great condition
2,A charming Mexican Romantic Comedy
1,Terrible product quality and service
2,"So far, happy"
1,Imac Crap
1,Yuck!
1,A Mess
1,It was alright...
1,didn't work for me
1,Terrible
1,Don't catch Yellow Jackets
2,Always works
1,Not a good everyday supplement
1,ugh!
1,no
2,Lust for Danger blew me away!
2,Top notch movie
1,Pretty Lame
1,"Good story idea, but carried out in a bad way"
1,Garbage
2,I don't care I enjoyed this movie!
2,Extra Questions for the Test!
2,I'm learning a lot!!
1,This is a waste of money
1,[aweful]
2,"Nice, well built darts"
1,Dreadful
1,"Works well, but the smell is intolerable"
2,These are great fly traps!
2,Highly Recommend
1,"Either I've attracted Highly Evolved Flies, or this is 100% Rubbish"
1,SAVE YOUR MONEY!!
2,Fly control
2,The one that Works
1,First 3 songs good then...a little disapoointing
1,OUTRAGEOUS price!
2,One of the best entertainment book
2,ONE OF THE FUNNIEST MOVIES OF THE 90'S!
2,Squeeze me? Baking Powder?
2,AGE3
1,"There's no commentary, I expected more."
2,An apt title for retro-loving film buffs
1,B at best
1,Dreadfully Unfunny
2,if u have an off beat sense of humor you'll love it!
1,terrible
1,Aren't there any negative stars?
1,pure cra*
2,Do yourself a favor.... BUY IT!!!!!
1,"worth a rent, but that's it"
1,Poor anti-war movie
2,Pretty Good
2,Children loved it!
2,Cute
2,Loved it
1,bad experience
2,Excellent Read
2,First Buy
1,Build Your Own Pentium III PC
1,Not really that great.
1,Not as effective as had hoped... and it REEKS!!!!!
1,do not buy
2,Underrated blues/rock band compels musicianship to new level
2,HILARIOUS
1,DIGTAL COPY WILL NOT WORK
2,Funnier than expected
1,"Ha-Ha, boy, was this funny?"
2,Can't be beat
1,taking stupid to a new hight
1,Stupid
1,Plain old Boring!
2,Delicious!!
2,Spicey
1,A waste of talent
2,WOwzeRs
1,"Grow some balls, PLEASE!!!"
1,"""I think they lost their balls"""
1,Why are they compared to Good Charlotte?
1,Punk? yeah right
2,Best CD Around
2,Rick
1,THIS IS COOL
1,STay away from all pop/punk at all costs!
2,"Yeah, yeah, yeah....."
2,Simple Plan Rocks
1,"Man, this actually sells?????"
1,I wrote a poem on this band
1,REALLY BAD...
2,Simple Plan Rocks
1,badd
1,THIS is What is Wrong with Music of Today
1,Well..
1,Sucks
1,No balls... no helmets... just pads!
1,*yawn*
1,Killing Rock and Roll
1,"no pads, no helmets........just [bad]!"
1,I HATE WANNABES!!!!!
1,And this cd is the worst one ever
2,Another pop-punk band
1,Ugggghhhhh...
2,Simple Plan Rules Canadian acts
2,Sad lyrics with happy music... oddly nice.
2,Such a GREAT CD!! I love it!
1,Worst...band...ever
1,Garbage at it's finest
2,love it accept for one thing
2,"ahhhhhhhhhhhhhhhhhhh, finally!"
1,inversion table
2,Worth every minute I spent on it
1,Works as a webcam but not as a digital camera
2,Love Chick Corea and Flora Purim Together
2,o.k. terrific
2,Amazing!
1,Only read if want to read everything available on net biz
2,~ The Best of the Star Trek movies~
1,"Must have for Trek colletors, otherwise..."
1,Not a good start for the films
2,Excellent...the VI Bible
2,Great non toxic product to reduce fly populations
2,Arctic Dreams- a long read but worth it
2,Great History Reading
2,Great book
1,Poor Product
2,This Book is Truly An Eye Opener
2,A Fresh Look...
1,Regretful
2,A Horror Treat for the Spooky season
1,"Disorganized, incomplete, and unfriendly"
2,TCL/TK in A Nutshell
2,everything went as expected
2,Roses
2,Album Good For a Stupid Movie
1,Does not work buy something else
1,Does not work as effectivly as advertised
1,Rescue My Wallet
2,The Gladiator
2,legends at work
1,anyone see what i did with this cd? caint find mine...
1,Great movie; horrible DVD
2,Over 120 Inspirational Recipes
1,Quality of DVD stincks
2,where's Cy??
2,Im buying this set!!!!!
1,Terrible
1,"Ohhh, Jilly, Jilly, Jilly"
1,To be avoided
1,Disappointed
1,TERRIBLE!
1,DISAPPOINTING
1,You get what you pay for
1,worth it for the price
1,Cheapest build quality I have ever seen in my life
1,For display only
2,"Doesn't make you an expert, but more than enough to pass."
1,Quick Shot?
2,One of my favorite CDs
2,Dora's reviews
1,Disappointed child and mama!
2,"Remarkable memoir, remarkable woman"
1,NOT the BEST from the BEST
1,This has got to be the worst batman movie ever.
1,.
2,"Batman: Returns, Awesome but dosent match ""Batman"""
2,"""Gentlemen, start your screaming!"""
2,The best Batman!
1,It;s too Dark
1,Eeeyew!
2,The best BATMAN ever!!!!!
2,Great book
1,One man's biography
1,Not enjoyable
1,April's Shower
2,depends
1,A horribly written and edited book about the queen of rock.
1,Disappointing
2,This book had a lovely romantic twist to it!:)
2,Astral Projection at their finest
1,Back Care Yoga A Waste of Money
1,Backcare Yoga for Beginners
2,Terrific purchase
1,Not much here
2,Krames Provides a Quality Read on Rumsfeld
1,Pointless
1,disappointing
2,Love it! Love It! Love It!
2,"BUY THIS BOOK, Valuable information and web sites."
2,"information was easily applied,"
1,Don't waste your money....
2,Just great!
2,Good book to understand USA for an european
2,One of the Best Travel Books Ever Written
2,Traveling
1,This book deserves less than one star
1,torture!!
2,As timely now as when released...
1,Booklet NOT included!!!!!!! Paramount execs are tightwads.
2,Fine Trek
2,The Final Journey
2,Not the best Star Trek ever but Great Price
2,The voyage home is the best
2,Wierd but interesting
2,"Used Boat Notebook: From the Pages of Sailing Magazine, Reviews of 40 Used Boats Plus a Detailed Look at Ten Great Used Boats"
1,Not worth reading!
1,Author in Jail for Criminal Tax Evasion
2,Redemption for Eddie Murphy
2,Because Of The Songs & The Year
2,Excellent resource for busy educators
1,the movie with kristi swanson was better.
2,Hot Buffy Tapes a Must!
1,Poor Product
1,Touchpad mouse
2,Me too...
1,A beach disaster
2,Folding Chair Reviewed
2,Uniquely Superb
2,"Great binoculars, great price"
2,Good Packaging
2,"this is a quality product, totally worth the price"
2,Big Bang for the Buck
1,Plain stupid
2,I couldn't put it down
1,Ugh.
1,Over Hyped
1,Horrible teenybopper fluff
2,And I don't have short arms.........
1,"Big Need for this Solution, Poor Design in the Execution"
1,Left hangng
2,Now this is fun....
1,Do not buy this book
1,what a piece of waste!
1,I wouldn't take this book from a friend for free.
2,Great Stuff
2,great album
2,Bunuel at his best
2,"Short, but pretty good."
2,Best gundam show
1,I got Snaked
1,Assembly is a bit tricky
2,Best Futuristic Maiden CD
2,MASTERPIECE!!
1,SOMEWHERE IN TIME
1,Barebones re-release
1,NOT A Learning Book
2,no title
2,Pretty Good
1,Don't bother!
1,Aurora Leigh from general books publishers
1,A letdown
1,broke on the first use
2,A Real Lesson that can be applied to life
1,are you kidding me ? so much for the hype.
2,I became a documentarian because of this film.
1,Pact With The Devil doesnt pack a punch or a hit
1,Bad book
1,Save your money...
1,Contents need more explanation and depth
1,This Chair is bad
2,bread flour
1,uhhhhh
1,Technically Inaccurate
1,Recent purchase
1,Piss poor unoriginal mallcore
1,Horrible Song
2,"Good book, but Deathly Serious"
1,The LAst Detective Audio Book
1,Surprized
2,Elvis Cole is back again!
1,the stitching came apart in the left shoe tongue.
2,Daigrepont's best album.
2,Mind Bomb does just that!!!
2,Great book
2,You have to buy good books for your family
2,I think this book is outstanding.
1,It never arrived
2,A95 Disks
1,Pricy
1,"Slow performance, bad for large megapixel cameras"
2,More phisolophical than technical for sure
2,Bulk Soaker Hose Comparison
1,okay but cheap looking
1,It [stinks]
2,A great horror movie:
1,Dwarf Cichlids by david Boruchowiztz
2,An original mix!
2,New Family Favorite!
1,Boot Legged Product ???
2,A Christmas Classic
1,Mariah Carey
2,This is a must have...even if you have the original!
2,Loved it
1,A Bad Bad christmas album.
1,"Sappy, childish, commercial..."
1,Mariah has proven herself to be an industry tramp.......
1,Legacy Yea Right!!!!!
2,"Now they saying Ms. before they mention your name, girl!"
1,Teach yourself how not to waste money on worthless books.
2,Great Hardy
2,Another Unhappy Hardy Ending
2,Greatest movie ever
1,No.
2,"Dark atmosphere, sexy love interest, great gore!!"
1,Extremely Disappointing!
1,Terrible movie
1,Cemetary Man
1,More of the same
2,Christian movie for Anyone. Plus the Rapture.
1,continued disappointment
2,Excelent book
1,THE ALBUM THAT ALMOST DESTROYED HELLOWEEN....
1,''Why Helloween Why''
1,WORST HELLOWEEN ALBUM
1,Piece of junk
1,Good unit except.....
2,WONDERFUL ENTERTAINTMENT
